youtube ID, start seconds, train/test split
4V9AcqZLk58,30,Train
4VEOKC9fKp4,30,Train
4VFIUWyw1j8,19,Train
4VSUe9b0eD0,10,Train
4Vkha_mnWY0,426,Train
4Vltzmw0O3Y,30,Train
4VW42gtqzUE,21,Train
4Vq6WDtxTt4,30,Train
4Vq8rnikUk4,297,Train
4W0AJGC99p8,0,Train
4W2A4mXb1H4,265,Train
4WGAHrLw40g,30,Train
4WGJEeXdJK0,30,Train
4WH0ZxvF9Nw,3,Train
4WH0ZxvF9Nw,16,Train
4WQVbxiDDzg,0,Train
4WRZbsU9jIg,100,Train
4WW4AWJIjOs,30,Train
4W_GcaT46iU,0,Train
4WpbCiW4YZ0,30,Train
4WrAiqcqo4o,380,Train
4X-Qu9eibww,72,Train
4WtRCEhb5MQ,30,Train
4X4U0VpeUvU,114,Train
4XLeyN9eLhQ,30,Train
4Xa2dx3erMo,29,Train
4XbXhTZtfwg,40,Train
4XcI1RCXXJU,329,Train
4XcI1RCXXJU,378,Train
4XjyNFAzrzY,260,Train
4Xm--BTUcGw,8,Train
4Xqnx2nDpJE,60,Train
4Y1ws8yt05c,100,Train
4YJkC_x8gl8,60,Train
4ZJOjbOmRzY,172,Train
4ZYnGrmom-M,189,Train
4ZlG9VQfhms,20,Train
4Zs9mZtiUGE,103,Train
4Zzqkyn-_0s,119,Train
4_79X6ky4v4,6,Train
4_E2mAndGYQ,9,Train
4_Hsm67F6H8,2,Train
4_HzAg_7e10,24,Train
4_IPYhQbB8w,30,Train
4_E2mAndGYQ,22,Train
4_J8VWQzWsM,80,Train
4_KrEq3ucwI,70,Train
4_LseU2-b5Y,121,Train
4_QGupz8UNA,163,Train
4_QGupz8UNA,189,Train
4_QWyJGkW9E,30,Train
4_YXUNzxr60,10,Train
4_ZatOX33IA,16,Train
4_f33b75_LY,160,Train
4_fZQYbS8_U,69,Train
4_cfXx3iLes,30,Train
4_ip_SlCVvY,30,Train
4_sxASAN060,18,Train
4_sxASAN060,78,Train
4_t4Gob3sRA,33,Train
4_uY9xdSOJw,21,Train
4_yPoe3Pb04,30,Train
4aRGLWEJxm8,341,Train
4aRYzKW-_Fg,30,Train
4ahH0rlE6Kc,46,Train
4akwLXNv5ZM,394,Train
4amPvuOnsSM,283,Train
4arad6my08E,25,Train
4aswkcyTZ9c,280,Train
4bAD3LC4qyg,30,Train
4bDIiIXdyS0,22,Train
4bKwpOl8-34,239,Train
4bQdokE2vEw,217,Train
4blQ5wRV7XA,30,Train
4be-7SaPD_Y,30,Train
4btuGoj4P6I,317,Train
4c0fG9oJ-Qg,9,Train
4c38rC-BdRU,16,Train
4c7qCb2aWYk,120,Train
4c38rC-BdRU,360,Train
4cClQc-Stks,90,Train
4cEOkkDeJqs,30,Train
4cF8-do5MrY,2,Train
4cF8-do5MrY,87,Train
4cM3J6BcbQw,30,Train
4cLz8nCEek8,398,Train
4cbh7Rd9Fwk,130,Train
4cVf11NkQBA,120,Train
4cxd0Vs0gvo,144,Train
4cyi9yZXI80,370,Train
4cxd0Vs0gvo,183,Train
4d-dT9YBedc,117,Train
4d1sQJO5Z54,510,Train
4d213Q_i9OA,9,Train
4d3vFI5UpIc,7,Train
4dC9raNUgIw,30,Train
4dFvphSwb7k,23,Train
4dGNiQgsoNg,49,Train
4dLKak1eNLo,3,Train
4dUwh3eS1aw,40,Train
4d_10T1CXKU,9,Train
4dhVR16Sm64,85,Train
4dmBaDl584M,0,Train
4dnWjyySxQs,0,Train
4duQCsZVkD0,16,Train
4dzwpnunIdY,3,Train
4e4XPhDlL7Y,300,Train
4eBNP-EPpgk,74,Train
4eRPBeJ7tlY,0,Train
4eWrvMGnXL4,16,Train
4eXcUgIt60A,46,Train
4eeCIydN--4,3,Train
4ejLeuJcmoQ,25,Train
4ejiG4iizcI,30,Train
4f05q_UD-Q0,20,Train
4f2SbVHDPU8,30,Train
4f7wTMnWbqQ,726,Train
4f9wKBo-kRg,30,Train
4fhl9xIVUFw,50,Train
4fhl9xIVUFw,7,Train
3k0udlj_ZXc,30,Train
4NdyU7NjggM,30,Train
4SUPgmqKe1s,53,Train
4W95grYH1Xk,50,Train
4_QN5Za_7QM,30,Train
4_YFwkoYfPI,30,Train
4fzJQ0tYOAE,35,Train
4g4eMbVYS5I,11,Train
4g5UJW0t4uc,30,Train
4foP1NnCaPY,21,Train
4gFbCdHle0w,30,Train
4gM_5gyM_FA,70,Train
4gYPtEofhsg,40,Train
4gmq40xxXYA,60,Train
4gp0XVHrSrI,30,Train
4gqgfYAd7XQ,40,Train
4gyxnBnpl2s,69,Train
4gyda6wcww0,30,Train
4f4R-i163gg,21,Train
4fFQNjlYN8o,30,Train
4gzQT-TTJHA,32,Train
4h7HG8wLYdQ,0,Train
4h7HG8wLYdQ,11,Train
4hByQwtDAPY,23,Train
4hFwm8IdhMM,10,Train
4gyxnBnpl2s,88,Train
4hBvuk_BNao,3,Train
4hHDosGivJg,22,Train
4hMpfbdjIjo,40,Train
4hOmfChTth8,1,Train
4hOmfChTth8,19,Train
4hQgFX4vxi4,30,Train
4hijHihnKzY,20,Train
4hjW385XyHE,30,Train
4hpZtZyh0Xs,4,Train
4hp_AZbnVEE,30,Train
4i-4ftqMeo0,7,Train
4i8NO3X2v74,95,Train
4i8NO3X2v74,718,Train
4iFT4mdGwH8,30,Train
4idgv63g4Ug,169,Train
4iibx3vPLts,30,Train
4il63WoPc0s,207,Train
4j-_8M8qWk0,39,Train
4j20SKEW2Y4,260,Train
4j5CsFnXIfM,95,Train
4j62lG5sTrE,0,Train
4j5CsFnXIfM,61,Train
4j8Ne_8bGEU,40,Train
4jDqaqqvLVQ,30,Train
4jHC-EX1GX8,30,Train
4jSdZ5s_ft0,2,Train
4jW7xTLOjtc,43,Train
4jZjNhgM7s4,14,Train
4jY6qjpgxJc,15,Train
4jaU_R0rhC8,10,Train
4jjMZTHIJok,210,Train
4jz2LztV7Hk,202,Train
4jyvga149tU,30,Train
4kCre4Wwh6o,45,Train
4kIhJhN_ry8,30,Train
4kJnHD93fDM,30,Train
4kRDE90UGRg,50,Train
4ks0_dkWNGw,10,Train
4ksaGLuzD8U,80,Train
4ku0PSzJgiM,3,Train
4l1Wz4faxkc,31,Train
4l91vxM-JQU,10,Train
4lERySWydkU,0,Train
4lN1PfKg28k,70,Train
4lOTeIsN6wc,17,Train
4lOwFWQ-nQc,13,Train
4lPLQzBT84E,30,Train
4lS2ABk5KYU,55,Train
4lS2ABk5KYU,67,Train
4lYE_Bgydlg,300,Train
4lYQD8oNIi8,30,Train
4le_42J5qkU,12,Train
4lchD4CmjDc,10,Train
4lwG34wZYdY,55,Train
4m517eFnzuo,40,Train
4mC1ppSeN28,0,Train
4mK2qKQjnuc,30,Train
4mXikhkrUXA,10,Train
4mbjc7b59gY,25,Train
4mbu2ueMe2E,137,Train
4msoB74uypo,30,Train
4n5663oxxDU,30,Train
4n657Imjmjo,15,Train
4nC49mQyEGQ,27,Train
4n7X62O0E1k,4,Train
4nO7SgfHPts,0,Train
4nRQ1QVXurQ,30,Train
4nRb6gEpRWo,24,Train
4mX-FX8A9uQ,30,Train
4nRb6gEpRWo,127,Train
4nTsfDX6-kM,550,Train
4nhmvjZHhg8,30,Train
4nnJpWkUWxQ,10,Train
4nyr0ce83ek,30,Train
4o0c5uM-370,30,Train
4o32eYwCCGU,75,Train
4o3E5SLrghQ,400,Train
4oCdwxmeM2A,8448,Train
4oLI1ydnsX4,17,Train
4oNMRGGEGfM,27,Train
4oSpF8Fj4_k,29,Train
4oSpF8Fj4_k,72,Train
4oapd9jq7jI,410,Train
4nuvSOb5Syc,24,Train
4ocpom8W-A0,339,Train
4oqBCyfd4ro,129,Train
4p8T4zQOYIw,30,Train
4pKWWCDsvmk,28,Train
4pL3dJQxw0Q,244,Train
4oUZprjHLUo,140,Train
4pNaGtLFx-o,44,Train
4pNaGtLFx-o,32,Train
4pRlRU-LLDE,70,Train
4pjcLnx3dMs,14,Train
4pluEBKiDik,18,Train
4pnzcj0PNAE,30,Train
4pvYO2_ooEs,30,Train
4pxb7e1U6VU,177,Train
4qOSWyC_7J4,10,Train
4qPB4_u_y0U,30,Train
4qYFfG3og0M,10,Train
4q_2EVZ5YXo,53,Train
4qaiLMEce6Y,25,Train
4qcTZMFU8p8,31,Train
4qgyGAJkvWY,182,Train
4qtzG_66Vxk,13,Train
4qu0Xxd5U8o,108,Train
4qu0Xxd5U8o,0,Train
4qvxpVQ9wHM,30,Train
4qxuRgqSqDQ,30,Train
4rE3ckqZ2zc,8,Train
4rGhvG3STRE,0,Train
4rJ_JaeuhIU,25,Train
4rNP0Uh5TbQ,8,Train
4raHanaGmSI,0,Train
4rasZ4As8pc,38,Train
4rchqZSw9DY,13,Train
4rchqZSw9DY,30,Train
4rzV0AJyhBE,30,Train
4s4Nh2B8miM,30,Train
4sTQvJtsuSg,50,Train
4sXW9Y_p6TY,30,Train
4sXg1Uq8gPc,390,Train
4sXlS5b1ddU,5,Train
4sZsjCkAxYY,30,Train
4saYjwXINRU,30,Train
4sXlS5b1ddU,16,Train
4sdSvABl-D4,30,Train
4seUTXs7iR8,15,Train
4sfJsFE1Mmk,40,Train
4siybIYvuJU,30,Train
4sjX9X9JeFQ,22,Train
4t-2zL10y_4,0,Train
4t7b588zSvI,13,Train
4t4dSXAcZU0,44,Train
4tHvsHkl8L0,27,Train
4tJSiIFaIm0,45,Train
4tJYtZCC0Vs,0,Train
4tKABFCejJo,156,Train
4tJYtZCC0Vs,25,Train
4tKABFCejJo,328,Train
4tRlgk--1ro,390,Train
4tX8ccyUTNo,5,Train
4uFk2XUg2Qs,30,Train
4tnwJe6vvrE,30,Train
4uVzgXlMLzo,80,Train
4uS1k7WEg9w,7,Train
4ufLjQfuEAI,39,Train
4uap7zZ9pLM,30,Train
4ugAsVs28Wk,9,Train
4uihL55gcWo,28,Train
4ur5U1k9omM,30,Train
4uucOhaW5ow,30,Train
4ursgQETEJQ,20,Train
4uuxHwLf49w,21,Train
4uyJumj_Dso,1,Train
4v3i_OQ33bo,290,Train
4v4BR80DLhQ,130,Train
4v4BR80DLhQ,146,Train
4v9O60HOe50,30,Train
4vBuAoZJiiw,22,Train
4vL6aRm9tR4,140,Train
4vMiWSNp7bI,10,Train
4vcoGzUQ5AY,208,Train
4vT8IlwP3cg,96,Train
4vcoGzUQ5AY,225,Train
4vcwMj0sL9E,90,Train
4vdEmK_Ywhs,30,Train
4vffW7-5-j8,260,Train
4vfCiJUvADQ,38,Train
4vvcVmWn0Vo,62,Train
4vvcVmWn0Vo,79,Train
4vw8sIuZ8eE,32,Train
4vx8Mazdjmo,17,Train
4wBHzkmCBkc,28,Train
4wQ5IHqXGSo,49,Train
4wQ5IHqXGSo,86,Train
4wWhFeGW7Q0,30,Train
4wlHqYATPy8,177,Train
4wr08-aRjSM,580,Train
4wuf1xtm26o,25,Train
4x2OdlSk5Ms,545,Train
4x7jhDI003w,20,Train
4x8DhuB5_oM,29,Train
4x9sTigcNQ0,30,Train
4xW7mL-QIQw,80,Train
4xWlOt4GOzs,94,Train
4xX3SDZsupA,6,Train
4xb964qWHnA,30,Train
4xhCwylMaGE,250,Train
4xx_9E2dKMU,12,Train
4yL8UGcrOZU,6,Train
4yRM71Q185c,8,Train
4yTEfEHwpDM,10,Train
4yTEfEHwpDM,22,Train
4yUZ36mi2ZY,60,Train
4yewJ_-Ty1M,30,Train
4yqIXHBF3Cg,0,Train
4yuoG53SMyQ,10,Train
4z5u_J4Wr2M,17,Train
4yn7boW2HVs,10,Train
4zLWSfVRIFs,30,Train
4z_8RJzJLCU,25,Train
4zfFeyQlU-w,168,Train
4zdcZtLdp_Y,380,Train
4zfFeyQlU-w,209,Train
5-Bl5mcx-Yg,3,Train
5-Bl5mcx-Yg,43,Train
5-R49C78Lp0,8,Train
5-SAIt0_Ji0,4,Train
5-tB5NUM3bE,71,Train
5-xKnAigQnA,20,Train
5055BM1GUWc,79,Train
50V4GDfLf-Q,30,Train
50XteKZGLgg,30,Train
50ZcaxfOzy0,7,Train
50btuV9sY60,44,Train
50iai_VhXck,26,Train
50wKgGxEFw4,9,Train
50yuIZX9ACw,7,Train
51J5GWHKNWY,12,Train
51KLFLdt8TM,7,Train
51NV5b5e5As,50,Train
51UEXM1RtZc,30,Train
51yCl_ElO3I,180,Train
523J0F_0hkg,155,Train
52FgWiCPjxo,380,Train
52GBb6ArCqA,90,Train
52GtuAAT-94,42,Train
52TvGcpOGWs,200,Train
52_FrzyZ3TU,200,Train
52giNcwzggo,90,Train
52lnCGbSZeI,299,Train
52tdbEqLRsM,30,Train
52vWY-k5fsQ,83,Train
53-pXxE6EM0,160,Train
530YlezpNfA,374,Train
532JfxIQ6Lw,54,Train
522mne6LSeI,11,Train
53EhFicREdc,19,Train
53HfInRCrSk,3,Train
53POF_i4kOY,1,Train
53PXHBXZqYc,1,Train
53aXTceSfrY,80,Train
53hA429wzjA,30,Train
53kjwQ9yOZg,54,Train
53sS_vlzv_Y,3,Train
53ws7QAXixY,0,Train
54Ixw114_PQ,210,Train
54M8s5xLr7I,30,Train
54V-fspzckE,200,Train
54WUkHUa2X8,127,Train
54_HwHRGQOM,88,Train
55C3nGBxBnQ,29,Train
55Et632xzHI,30,Train
55GlCGkZhGc,110,Train
55L1wH5Q1qo,80,Train
55L7peYRB_Q,120,Train
55Q5nD-vWRc,30,Train
55VafmDNbjE,30,Train
55Ypr_uAdpU,28,Train
55ZEaojcD84,30,Train
55b4KDqVhx0,30,Train
55kTgMoMO54,39,Train
55mmn9rkbk8,180,Train
55z368UOlI4,15,Train
561tKQ5YvJE,31,Train
562FC0owaI4,12,Train
56APclHzjd8,41,Train
56DzPY1X5ZU,12,Train
56FMrkKJ96k,10,Train
56PrvOtpQOk,36,Train
56PrvOtpQOk,135,Train
56Z2jF5H0sI,190,Train
56iMVyneo_I,120,Train
56oUIQ96fr8,40,Train
56uc2POpkD0,11,Train
570I4k7PIAQ,23,Train
57IEcNFTFcA,30,Train
57MxzaeXRGo,4,Train
57OqeEfteIY,146,Train
57SINRvDONM,30,Train
57SvLNV2cy0,30,Train
57X2zDX9b0A,10,Train
57_AtVK6EYo,161,Train
57a_GPVqpXU,83,Train
57fIhnZBDeI,50,Train
57iSE-yIvqs,104,Train
58IWV0SbINA,336,Train
58KzLvK1OYs,122,Train
58ajs6se3HQ,50,Train
58sCPQ3eHrI,150,Train
59bMY3tAIgY,30,Train
59bZ9tdaPkQ,370,Train
59cE96_oJBM,2,Train
59fjyuNDHOA,534,Train
59xuSZT9Thg,0,Train
59zuNtoj9W8,1,Train
5A9rQUuJgBU,10,Train
5AArcQjXEdk,30,Train
5AB_eS9vbyc,30,Train
5AH7tbVQqsw,6,Train
5ALFWuzv2_s,0,Train
5ALk948jfvw,30,Train
5ANOPKg4-dg,12,Train
5AQeLzD8Dhk,0,Train
5ARBjmoHAII,86,Train
5Ak8nLDqcFA,2,Train
5AoGy2Z-Qck,200,Train
5ArNY1j6K30,30,Train
5AsZVDMIf18,202,Train
5B4jR9QUFZc,4,Train
5AsZVDMIf18,102,Train
5BBXFwU-y8A,3,Train
5BLIgNC4-4w,160,Train
5BM0Wiv4tkc,29,Train
5BV6zRX1ydY,130,Train
5BbsHXD1fPo,132,Train
5Bke7hypPTc,83,Train
5BmGEN2RBt4,38,Train
5BoaJGgfHwg,96,Train
5BpvMbTA0uY,30,Train
5C4hv84VdpI,66,Train
5C5I9F5aP1o,0,Train
5CFXeX5q0N0,94,Train
5CFb6aL-PV8,0,Train
5CPCQ_mLxJk,10,Train
5CRiiqXAJmM,20,Train
5CZFkjU1IkM,122,Train
5CZFkjU1IkM,184,Train
5CjLKhfPiTU,1,Train
5Cr-CurtMII,160,Train
5Ct0Emq8j8A,13,Train
5D7chfBA3GE,24,Train
5DFpkUVeejs,2,Train
5DHzR1TwVzs,0,Train
5DLO_z0yumM,100,Train
5DNTf5cZUHM,24,Train
5DUtujRe00I,5,Train
5DahC8wKWDw,18,Train
5DbV-QwcEiI,0,Train
5DgpMN7afr0,61,Train
5DgpMN7afr0,71,Train
5Djx9WzKjME,73,Train
5DxSqrIidPg,10,Train
5E-yl3JLuOw,122,Train
5EItomk0Nv0,230,Train
5EZfmwiXfy0,130,Train
5ErOJGENIDE,26,Train
5Exe5MqIcio,0,Train
5FCfBX6F4jk,55,Train
5FEZg17q5hA,260,Train
5Ewlrreoq4Y,30,Train
5FMsQx1TtFg,30,Train
5FVTn7SuDTw,114,Train
5Fb4UB7Rw2Q,330,Train
5FcN5kBXAiw,6,Train
5FlugtdCIlo,29,Train
5Fmo6UtGRAA,30,Train
5FrqyZr00wQ,2,Train
5FwBOW-aCRA,16,Train
4uJ1FTeH_Wg,52,Train
4vkizfSc3no,40,Train
4vq5z7M11u0,8,Train
4wZYcmoz8Ao,31,Train
4zSpvvvFNRw,50,Train
4zUWRsLiyQc,23,Train
504M0p6aIn0,34,Train
55FUV-ZGUd8,11,Train
56IaT5nU2bo,150,Train
57MMpNQ_Qww,81,Train
57QLPmYrMRs,17,Train
57a_GPVqpXU,72,Train
58IWV0SbINA,461,Train
598BqMVBrSs,207,Train
5AmXwiaO-qo,10,Train
5B9GAO7AwQk,30,Train
5BoGoqV181s,5,Train
5Fycz8IwhVE,184,Train
5GFly-TXo-M,30,Train
5GUTCDIP02U,30,Train
5GXbpFGSZ7I,0,Train
5GZvtObctdQ,275,Train
5GaJtIYTmSM,30,Train
5Gu-I_I3I7Q,29,Train
5GuSg8BHO4w,159,Train
5H2wgMBYGBQ,24,Train
5H3p6Z1OJrQ,2,Train
5H5mUASf3ho,310,Train
5H5B7QiMLfk,21,Train
5HEd5hti7ZE,490,Train
5HJQ4wOsZxs,91,Train
5Hs6SLAbOBE,30,Train
5HtOER0Wt6I,0,Train
5IVsz3ainMg,30,Train
5IkVErHkM8s,10,Train
5IuRzJRrRpQ,53,Train
5IuRzJRrRpQ,0,Train
5JDe19t8KWg,440,Train
5JEiQNFjgwE,17,Train
5JJ_jqqpTMY,209,Train
5JOtJbfFYhA,152,Train
5JYXEC7tq2k,30,Train
5JeBndN4An8,60,Train
5JfTXIVk6BM,250,Train
5Jn5UOGZPyA,41,Train
5KWLCfZ0wKs,0,Train
5K_5dsPbZik,13,Train
5KdsVsiZ6bU,128,Train
5Ko3_chUduE,60,Train
5KpX9h82qAk,30,Train
5LDN50axQKM,169,Train
5LGHyPuOjOY,12,Train
5LMGrO87Dqo,50,Train
5L_U_jBhCXc,30,Train
5LfpJzVzGHo,30,Train
5LtJ9sgHdfw,0,Train
5M11szpfivI,22,Train
5M5TrT9Elpc,30,Train
5MGICdQm8v0,238,Train
5MSHrx9XFRk,19,Train
5MZdao1S_3Y,20,Train
5MlVD5UmfNE,30,Train
5MrphAP2pbU,10,Train
5NJR62dzyT0,30,Train
5NI0ncH3PxQ,73,Train
5NNY_tF8DRw,350,Train
5NT87pYfCNU,30,Train
5NdGjCUrDW8,0,Train
5NaE9jHL5qM,64,Train
5NdTPgt2dJc,30,Train
5NyjOIjRKKM,18,Train
5O4gktY7RKE,180,Train
5OCgKYQs8U4,84,Train
5OEvBmTRsEE,10,Train
5OCqyiE0hTU,30,Train
5OMUkkYK_Uc,45,Train
5OHhv_51NPg,20,Train
5Oigk452KGc,95,Train
5OjbMgvwJCg,1,Train
5OzLzxFbluY,30,Train
5PEg-DBfJFA,38,Train
5PPoP_CYfrM,30,Train
5PQzzYGAXB8,30,Train
5PVKgUGg0LQ,474,Train
5PYtnW-TIA8,7,Train
5PY6XHBPQ9M,5,Train
5PZ2L-ImzdA,30,Train
5PmJJt7F3ao,42,Train
5PmJJt7F3ao,70,Train
5Q-328ATot8,19,Train
5QAxRrZ2oxM,0,Train
5Q-munwUwMo,205,Train
5QE5qJI79LU,652,Train
5QRvt0YztI8,193,Train
5Qqa782QIEg,4,Train
5R1VLj8ipw4,28,Train
5R1VLj8ipw4,57,Train
5QvK9HxX1ec,30,Train
5RAfE1H_CTA,6,Train
5RPDLz_RCbE,80,Train
5RGw1EfmKmc,30,Train
5RU-S31UehM,7,Train
5RVvZ8UTUEI,30,Train
5RaXgdulQNg,0,Train
5RcqrYtpqYU,135,Train
5RgHBmX2HLw,30,Train
5RiwMAGHteQ,70,Train
5RnD-0cA3PU,330,Train
5RpXe4bKehs,20,Train
5S5RvY9Yups,175,Train
5S9zkNNNFxQ,115,Train
5S9zkNNNFxQ,135,Train
5SA11jSqotg,25,Train
5SVUPC95Y8I,3,Train
5SVpG8o3sQU,30,Train
5T4wFoEO1zY,17,Train
5ShuxGIpTXM,20,Train
5TBqiCuwXUo,30,Train
5TIz97kkwE8,30,Train
5ShuxGIpTXM,0,Train
5TJE2XpfMKM,102,Train
5TMf0j9P5To,150,Train
5TVei6Z5meE,50,Train
5TiGP89UErY,8,Train
5Tj9Kxs9bag,310,Train
5Tj9Kxs9bag,124,Train
5TseAcfNcCU,510,Train
5TzVBYVcyLI,87,Train
5U55G-3odu4,81,Train
5U858GBuAyE,1,Train
5UEANjv4EaQ,3,Train
5UFNa-dD2Po,474,Train
5UFNa-dD2Po,579,Train
5UGEkMs74uc,23,Train
5UR45SOdT1I,17,Train
5USHgdkRwkA,129,Train
5UIeYm9xJ-E,0,Train
5U_SfMUMdgE,30,Train
5Ug2KSxaJAA,190,Train
5UhOLosBXDs,30,Train
5UqwkZ1XK18,50,Train
5UzxTtkhPLc,191,Train
5V06vMjF1Ws,30,Train
5V30hLo1JRc,0,Train
5V9FeCqULMk,30,Train
5Va5WKfeZiE,2,Train
5VoZ4Uz54vc,430,Train
5VW24ZC-Ddk,638,Train
5VsWZKFuEck,30,Train
5Vxop5SIduA,23,Train
5VysTTKk0Wo,9,Train
5WQDBjjKV7U,1,Train
5WQDBjjKV7U,34,Train
5WnIbPn16Ek,2,Train
5WSukup4DbE,196,Train
5Wq70dBI1Fk,30,Train
5WbYvoqG3fo,138,Train
5VIZ5B4bYRo,10,Train
5WxwA8DtIa0,10,Train
5WyuzwSjfTs,38,Train
5WyypdTmY1k,120,Train
5X-a6-tgifI,10,Train
5X0rx4_6syQ,10,Train
5XO3ot5rF7Q,40,Train
5X7flUpy7Ts,15,Train
5X_XVJ02H2U,100,Train
5XdwGQs5DZU,37,Train
5XgSObfQrUY,18,Train
5XhVzviHgMI,30,Train
5XnjpgURugA,30,Train
5Xn4lTalKc4,99,Train
5Xxdr4Efc0o,27,Train
5Y6990Vk8N0,397,Train
5XkYYom37u0,7,Train
5YBHMpTikJY,41,Train
5YBHMpTikJY,99,Train
5YSRao2XLYg,92,Train
5YNROpqQAy4,110,Train
5YSVnrwEoTA,13,Train
5YXKct2oP70,30,Train
5YXRogD-4Wc,107,Train
5YgFwXCjCwY,34,Train
5Yq1xYjkQ2k,60,Train
5YrFCAsnhJM,460,Train
5Z-Pu-cndvk,2,Train
5Z-Pu-cndvk,16,Train
5Z1IAI2du3E,8,Train
5YuUjP3HODY,110,Train
5Z6P35xJPvg,3,Train
5ZEDbxu3bS8,50,Train
5ZE_2iDgNBw,188,Train
5ZN5tYIBvlA,127,Train
5ZrRIiFTKu8,30,Train
5ZUw8QrF17E,450,Train
5ZtB9FnUIZs,0,Train
5ZwK1iGmnRg,17,Train
5Zzthqc_ln0,17,Train
5Zzthqc_ln0,224,Train
5_8M4q-xZGc,119,Train
5_DHmsR6eSg,2,Train
5_Sf_gEfTcc,7,Train
5_8M4q-xZGc,244,Train
5_TpBkSq7_8,0,Train
5_aRF2s3e30,25,Train
5_xKPvQbb-Y,20,Train
5_x_PX1WUxI,30,Train
5_zdrYhWCn4,232,Train
5a7Yr6mldmI,30,Train
5ZI-3ihVG4Y,30,Train
5aA1-3lnJqk,19,Train
5aBJdXNO2wg,4,Train
5a_qYZlgIS0,3,Train
5amrFixNkdA,10,Train
5aspeiRt4DM,0,Train
5aEqm3WX5ns,280,Train
5atMEji7sKQ,115,Train
5at14XZQSEU,32,Train
5b04Vp0loTM,30,Train
5aukQlhNYEM,52,Train
5b5TQsCcxsY,250,Train
5bBG5sEmpYY,110,Train
5bLzJ_iMl4s,30,Train
5bhFKVzLvyQ,0,Train
5brcvKbvk0c,11,Train
5blHNhPPmbQ,1,Train
5c116fcBzFI,48,Train
5cCq9hL1Jxg,2,Train
5cF6I9A1uXc,30,Train
5c9wBdHKnGM,261,Train
5c9wBdHKnGM,590,Train
5cKS_KuoU00,37,Train
5cP9UaLozmg,0,Train
5cbmWgULD2U,122,Train
5cVTzbGJGlY,249,Train
5csYYtS7Pck,20,Train
5cxMHAETn-E,30,Train
5d2CiaDu9M8,168,Train
5d2CiaDu9M8,149,Train
5dE1LcQ-kPw,10,Train
5d3JAYsEkZo,30,Train
5dKYBoLTYNw,510,Train
5dcze3HrQ-4,6,Train
5dbDin4ucNg,22,Train
5e8sX3AyuDs,90,Train
5eI4R5Tg-Gs,40,Train
5eKbL6wrYCE,751,Train
5eXFbOPUDwE,30,Train
5eKbL6wrYCE,769,Train
5eYLtDNbOFY,78,Train
5eXzdCYY6fA,110,Train
5eu8XKs-H-M,60,Train
5eYLtDNbOFY,179,Train
5evvy2wyp-s,57,Train
5fApzVHlBi8,80,Train
5fP98MtePu0,50,Train
5fU8Mbaunhc,14,Train
5faEEBTatTg,4,Train
5fc0BJzOOZw,5,Train
5fc0BJzOOZw,26,Train
5fHnAbKdOds,1,Train
5fgKkCIjlIg,30,Train
5fgr2dOfXcU,70,Train
5frLQyu9ijs,50,Train
5ftaZ6-ZHv8,11,Train
5fvim9Y6LRk,0,Train
5fzwZ3YnYi8,240,Train
5g-vG5rqVxE,30,Train
5g69diYDzGI,58,Train
5g69diYDzGI,80,Train
5g8e1PDfWIs,60,Train
5gFmWJBNd9o,560,Train
5gEcPYNWpcg,0,Train
5gHhHH7pwYE,101,Train
5gRTZ8Wuy0s,24,Train
5gL4s4PO04k,44,Train
5gVwsJ7hlNI,20,Train
5gbmKGbIeL8,332,Train
5gL4s4PO04k,25,Train
5ggdgXwL6ck,30,Train
5gfwWPCdl7k,18,Train
5gzT_9hadyc,0,Train
5h5uXmocj2M,122,Train
5hEN4_V6DeA,36,Train
5hEN4_V6DeA,21,Train
5hFx9Z1vRVQ,26,Train
5hRCUAdt4zk,30,Train
5hLkSi3BcWA,21,Train
5hRr39OVOds,17,Train
5hSnO76tkIM,0,Train
5hV2IeAwaS0,110,Train
5hV3mKoOgh8,94,Train
5hV3mKoOgh8,20,Train
5h_mO_Z_ivg,59,Train
5h_mO_Z_ivg,75,Train
5haOyEoU8fs,5,Train
5hdgmE2QF9w,78,Train
5hoASlZuPeQ,10,Train
5hyZdJKEZaM,30,Train
5iEbFJkG6Xg,557,Train
5i1NMQA7v34,160,Train
5hzTKOZ7R3w,30,Train
5iIND_hzL8o,30,Train
5fs4J8mAfXU,191,Train
5iIsaVOg9l8,10,Train
5iTVbHhYhC4,30,Train
5ieBv-rxUlo,37,Train
5iwbk0HAdNc,0,Train
5j147Eu7rzs,75,Train
5j4leo9RP6g,24,Train
5jALTAeHLbQ,342,Train
5jNp0IQb5QQ,320,Train
5jPGgJQ40os,49,Train
5jXt1Ly817I,5,Train
5j_v9dhjbdU,50,Train
5jd708KDs7U,4,Train
5jlV3DkSZoQ,145,Train
5joY7-fda8I,80,Train
5jkQk3VXYpI,80,Train
5jpljP-cYyA,410,Train
5jtAjRXdrmE,48,Train
5jtAjRXdrmE,118,Train
5gj8TOUTook,220,Train
5jxflGsanOQ,10,Train
5k706LUKrRI,10,Train
5k91vCdA7uI,87,Train
5jxlgTOogWY,35,Train
5kAjqqBLuYc,30,Train
5kAlvoCMOLU,30,Train
5kDdlpdc7tQ,400,Train
5kH3Wo4iK7k,7,Train
5kH3Wo4iK7k,28,Train
5kNNPKWJ708,90,Train
